No,Lokasi Aset,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Provinsi,Tanah, Bangunan 1 , Bangunan 2 , Bangunan 3 , Bangunan 4 , Bangunan 5 , Bangunan 6 , Bangunan 7 , Bangunan 8 , Bangunan 9 , Bangunan 10 , Bangunan 11 , Bangunan 12 , Bangunan 13 , Bangunan 14 , Bangunan 15 , Bangunan 16 , Bangunan 17 , Bangunan 18 , Bangunan 19 , Bangunan 20 , Sarana Pelengkap (SPL) ,Jumlah,Jumlah (Pembulatan), Tanah (m²),Bangunan 1 (m²),Bangunan 2 (m²),Bangunan 3 (m²),Bangunan 4(m²),Bangunan 5 (m²),Bangunan 6 (m²),Bangunan 7 (m²),Bangunan 8 (m²),Bangunan 9 (m²),Bangunan 10 (m²),Bangunan 11 (m²),Bangunan 12 (m²),Bangunan 13 (m²),Bangunan 14 (m²),Bangunan 15 (m²),Bangunan 16 (m²),Bangunan 17 (m²),Bangunan 18 (m²),Bangunan 19 (m²),Bangunan 20 (m²)
511,"Jalan Poh Gading, Kelurahan Jimbaran, Kecamatan Kuta Selatan",kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp2,888,600,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,888,600,000 "," Rp2,888,600,000 ",572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"Jalan Pantura, Desa Karuni, Kecamatan Loura",Desa Karuni,Kecamatan Loura,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur," Rp1,149,960,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,149,960,000 "," Rp1,150,000,000 ",5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"Jalan Kalimbu Malou, Lingkungan Dusun I, RT 4",Desa Ramadana,Kecamatan Loura,Kabupaten Sumba Barat Daya,Nusa Tenggaran Timur," Rp760,428,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp760,428,000 "," Rp760,400,000 ",7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"Jalan Raya Puputan, Pertokoan Renon Arcade No. 7",Desa Sumerta Klod,Kecamatan Denpasar Timur,Kabupaten Denpasar,Bali," Rp11,577,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,577,200,000 "," Rp11,577,200,000 ",278,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"Jalan Buana Kubu, Perumahan Lempuyang Residence Kav B 15",Desa Tegal Harum,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp710,000,000 "," Rp203,994,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp19,738,000 "," Rp933,732,000 "," Rp934,000,000 ",100,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"Villa Raesa Jalan Pucuk Bang, Gang Uma Anyar",Desa Kesiman Kertalangu,Kecamatan Denpasar Timur,Kota Denpasar,Bali," Rp1,400,000,000 "," Rp872,916,000 "," Rp175,500,000 "," Rp50,464,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp124,267,000 "," Rp2,623,147,000 "," Rp2,623,147,000 ",350,204,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"Jalan Letda I Dewa Rai Hadnyana (Ex. Jalan Batuyang), Gang Garuda V",Desa Batubulan Kangin,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp310,000,000 "," Rp137,050,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp53,170,000 "," Rp500,220,000 "," Rp500,200,000 ",100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"Jalan Ahmad Yani, Kelurahan Semarapura Kaja",Kelurahan Semarapura Kaja,Kecamatan Klungkung,Kabupaten Klungkung,Bali," Rp580,000,000 "," Rp145,383,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp50,307,000 "," Rp775,690,000 "," Rp775,700,000 ",145,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"Jalan Raya Batu Tabih No. 88, Desa Takmung",Desa Takmung,Kecamatan Banjarangkan,Kabupaten Klungkung,Bali," Rp2,160,000,000 "," Rp1,341,620,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp30,668,000 "," Rp3,532,288,000 "," Rp3,532,300,000 ",400,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Jalan Pantai Pandawa (masuk),Desa Kutuh,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp5,580,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,580,000,000 "," Rp5,580,000,000 ",3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"Jalan Pulau Irian (Masuk), Lingkungan Banjar Dinas Sanih",Desa Penglatan,Kecamatan Buleleng,Kecamatan Buleleng,Bali," Rp85,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp85,500,000 "," Rp85,500,000 ",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,"Jalan Pulau Irian (Masuk), Lingkungan Banjar Dinas Sanih",Desa Penglatan,Kecamatan Buleleng,Kecamatan Buleleng,Bali," Rp100,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp100,000,000 "," Rp100,000,000 ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Jalan Pulau Irian (Masuk), Lingkungan Banjar Dinas Sanih",Desa Penglatan,Kecamatan Buleleng,Kecamatan Buleleng,Bali," Rp142,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp142,500,000 "," Rp142,500,000 ",150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Jalan Desa Penglatan - Alasangker (Masuk), Lingkungan Perumahan Penglatan Lestari",Desa Penglatan,Kecamatan Buleleng,Kecamatan Buleleng,Bali," Rp456,500,000 "," Rp2,227,524,000 "," Rp49,896,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp122,669,000 "," Rp2,856,589,000 "," Rp2,856,600,000 ",415,436,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Jalan Gunung Batukaru, Kelurahan Pemecutan",Kelurahan Pemecutan,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp4,480,000,000 "," Rp1,253,924,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp29,273,000 "," Rp5,763,197,000 "," Rp5,763,200,000 ",400,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"Jalan Bikini, Komplek Ruko Royal Aditya A1",Desa Padangambian Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,367,400,000 "," Rp714,978,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp33,415,000 "," Rp2,115,793,000 "," Rp2,115,800,000 ",159,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"Jalan Padma Utara Kav. 10 & 11, Legian, Kuta",Kelurahan Legian,Kecamatan Kuta,Kabupaten Badung,Bali," Rp7,218,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp7,218,200,000 "," Rp7,218,200,000 ",139,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"Jalan Kerta Dalem Sari III, Gang Cemara No. 3A",Desa Sidakarya,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp604,200,000 "," Rp260,858,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp25,267,000 "," Rp890,325,000 "," Rp890,325,000 ",114,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Jalan Tukad Yeh Aya IX No. 4,Kelurahan Renon,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp3,350,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,350,000,000 "," Rp3,350,000,000 ",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,"Jalan Imam Bonjol, Imam Bonjol Square No. AA34",Desa Pemecutan Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,053,700,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,053,700,000 "," Rp3,053,700,000 ",90,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"Jalan Brawijaya No. 200, Kelurahan Mandalika",Kelurahan Mandalika,Kecamatan Sandubaya,Kota Mataram,Nusa Tenggara Barat," Rp9,475,376,000 "," Rp316,746,100 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp169,510,000 "," Rp9,961,632,100 "," Rp9,962,000,000 ",1136,285.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Perumahan Permai Lestari Blok B No. 3,Desa Penglatan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp71,500,000 "," Rp168,252,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp239,752,000 "," Rp239,800,000 ",65,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Jalan Raya Pemogan Perumahan Prima Graha V Kav. 10,Desa Pemogan,Kecamatan Denpsar Selatan,Kota Denpasar,Bali," Rp690,000,000 "," Rp271,158,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp43,463,000 "," Rp1,004,621,000 "," Rp1,004,621,000 ",150,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Jalan Mertasari Perumahan Graha Mertasari Mulia Blok E2,Desa Sidakarya,Kecamatan Denpsar Selatan,Kota Denpasar,Bali," Rp691,200,000 "," Rp500,880,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp9,718,000 "," Rp1,201,798,000 "," Rp1,201,800,000 ",108,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"Jalan Nenas, Desa Bungaya, Kecamatan Bebandem",Desa Bungaya,Kecamatan Bebandem,Kabupaten Karangasem,Bali," Rp8,850,000,000 "," Rp456,228,000 "," Rp211,770,000 "," Rp337,678,900 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp288,016,000 "," Rp10,143,692,900 "," Rp10,143,700,000 ",3540,171,65,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Jalan Umalas II No. 67,Kelurahan Kerobokan Kelod,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp4,140,000,000 "," Rp190,992,000 "," Rp39,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp147,302,000 "," Rp4,517,794,000 "," Rp4,517,794,000 ",450,69,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Jalan Pulau Ayu IV No. 4 Lingkungan Bumi Werdhi,Desa Dauh Puri Kauh,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,820,000,000 "," Rp1,015,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp78,791,000 "," Rp2,913,791,000 "," Rp2,913,800,000 ",260,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"Jalan Pulau Buton (Lingkungan Perumahan Kubujati 99), Kelurahan Banyuning",Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp4,620,000,000 "," Rp41,542,200 "," Rp41,542,200 "," Rp41,542,200 "," Rp47,476,800 "," Rp41,542,200 "," Rp41,542,200 "," Rp52,563,600 "," Rp41,542,200 "," Rp41,542,200 "," Rp41,542,200 "," Rp41,542,200 "," Rp41,542,200 "," Rp41,542,200 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,177,004,600 "," Rp5,177,000,000 ",8400,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
539,Perumahan Permai Lestari Blok F No.3,Desa Penglatan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp80,340,000 "," Rp80,280,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp160,620,000 "," Rp160,600,000 ",78,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Jalan Tendean Perumahan Azta Bumi Blok A4,Desa Banjar Anyar,Kecamatan Kediri,Kabupaten Tabanan,Bali," Rp253,000,000 "," Rp159,432,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp50,575,000 "," Rp463,007,000 "," Rp463,000,000 ",115,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Perumahan Duta Mas Sanggraha Blok B No. 2,Desa Tegallinggah,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp85,540,000 "," Rp117,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp202,540,000 "," Rp202,540,000 ",94,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"Jalan Munduk Malang (masuk), Desa Gunung Salak",Desa Gunung Salak,Kecamatan Selemadeg Timur,Kabupaten Tabanan,Bali," Rp330,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp330,000,000 "," Rp330,000,000 ",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,"Jalan Raya Senggigi, Desa Senggigi",Desa Senggigi,Kecamatan Batu Layar,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp2,025,748,000 "," Rp3,840,615,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp176,050,000 "," Rp6,042,413,000 "," Rp6,042,000,000 ",454,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,"Jalan A.A. Gede Ngurah 72 sampai 74, Kelurahan Cilinaya",Kelurahan Cilinaya,Kecamatan Cakranegara,Kota Mataram,Nusa Tenggara Barat," Rp20,022,067,000 "," Rp2,122,900,000 "," Rp1,149,781,000 "," Rp740,792,000 "," Rp290,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp37,400,000 "," Rp24,363,440,000 "," Rp24,363,000,000 ",1957,923,751,442,175,,,,,,,,,,,,,,,,
545,"Jalan A.A. Gede Ngurah No. 68, 74, 76, Kelurahan Cilinaya",Kelurahan Cilinaya,Kecamatan Cakranegara,Kota Mataram,Nusa Tenggara Barat," Rp6,980,673,000 "," Rp2,365,657,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp51,530,000 "," Rp9,397,860,000 "," Rp9,398,000,000 ",651,1021,,,,,,,,,,,,,,,,,,,
546,"Jalan Kemuda III, Kelurahan Tonja",Kelurahan Tonja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp2,052,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,052,000,000 "," Rp2,052,000,000 ",570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Jalan Uluwatu II,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp1,479,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,479,000,000 "," Rp1,479,000,000 ",82,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Jalan Gua Lawah,Desa Lebah Sempaga,Kecamatan Narmada,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp1,737,867,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,737,867,000 "," Rp1,738,000,000 ",8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Jalan TGH. M. Zainuddin Abdul Majid,Kelurahan Pancor,Kecamatan Selong,Kabupaten Lombok Timur,Nusa Tenggara Barat," Rp8,634,080,000 "," Rp1,854,060,000 "," Rp832,200,000 "," Rp722,358,000 "," Rp283,175,000 "," Rp43,176,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp307,800,000 "," Rp12,676,849,000 "," Rp12,677,000,000 ",3640,780,456,273,235,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,"Jalan Soeprapto, Kelurahan Fatukbot",Kelurahan Fatukbot,Kecamatan Kota Atambua,Kabupaten Belu,Nusa Tenggara Timur," Rp6,960,000,000 "," Rp64,074,000 "," Rp55,770,000 "," Rp6,192,000 "," Rp24,705,000 "," Rp9,660,000 "," Rp3,714,000 "," Rp22,330,000 "," Rp3,731,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp19,931,000 "," Rp7,170,107,000 "," Rp7,170,100,000 ",5800,181,143,36,45,30,6,70,13,0,0,0,0,0,0,0,0,0,0,0,0
551,Jalan Tegal Sari III A Blok VV No. 163,Kelurahan Kerobokan Kaja,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp470,000,000 "," Rp82,708,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp12,927,000 "," Rp565,635,000 "," Rp565,635,000 ",100,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,"Jalan Gunung Lempuyang (Masuk), Lingkungan Perumahan Grha Tegal Amertha 99",Kelurahan Banjar Tegal,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp931,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp931,500,000 "," Rp931,500,000 ",690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Perumahan Gandiwa Lestari Panji Blok Nakula No. 2,Desa Panji,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp73,500,000 "," Rp94,320,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,820,000 "," Rp167,800,000 ",70,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Jalan Gunung Rinjani Blok IX C,Desa Tegal Harum,Kecamatan Denpasar Barat,Kota Denpasar,Bali, Rp- ," Rp1,775,000,000 "," Rp1,475,000,000 "," Rp1,425,000,000 "," Rp1,425,000,000 "," Rp1,625,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp7,725,000,000 "," Rp7,725,000,000 ",0,142,118,114,114,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Jalan Nakula No. 2,Desa Dauh Puri Kauh,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp6,393,500,000 "," Rp1,419,608,000 "," Rp168,685,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp57,008,000 "," Rp8,038,801,000 "," Rp8,038,800,000 ",673,422,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Jalan Bisma No. 17,Desa Dauh Puri Kaja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp1,458,000,000 "," Rp173,342,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp40,142,000 "," Rp1,671,484,000 "," Rp1,671,500,000 ",180,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Jalan Pantai Jimbaran,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp61,880,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp61,880,000,000 "," Rp61,880,000,000 ",5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Jalan Raya Negara- Pengambengan,Desa Tegalbadeng Timur,Kecamatan Negara,Kabupaten Jembrana,Bali," Rp2,845,800,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,845,800,000 "," Rp2,845,800,000 ",7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Jalan Nakula,Desa Tegalbadeng Barat,Kecamatan Negara,Kabupaten Jembrana,Bali," Rp2,300,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,300,000,000 "," Rp2,300,000,000 ",11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Perum Kubu Lestari II Blok D1 No. 2,Desa Panji,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp82,500,000 "," Rp85,440,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,940,000 "," Rp167,940,000 ",75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
